NU_ANO_CENSO,NO_UF,SG_UF,CO_UF,NO_MUNICIPIO,CO_MUNICIPIO,NO_ENTIDADE,CO_ENTIDADE,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_LOCALIZACAO_DIFERENCIADA,DS_ENDERECO,NU_ENDERECO,NO_BAIRRO,CO_CEP,TP_SITUACAO_FUNCIONAMENTO,Latitude,Longitude
2023,Ceará,CE,23,Limoeiro do Norte,2307601,PROFESSOR PERGENTINO EEF,23128410,3,2,0,SITIO CANTO GRANDE,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,RAIMUNDO FELIPE SANTIAGO E E F,23128437,3,2,0,SANTA MARIA,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,TEREZINHA LANDIN ESTACIO ESC E F,23128542,3,2,0,BOM JESUS DO CRUZEIRO,,,62930000,2,-51431283,-381023239
2023,Ceará,CE,23,Limoeiro do Norte,2307601,WILSON ESTACIO DE SOUSA E E F,23128585,3,2,0,SITIO ILHA,S/N,SITIO ILHA,62930000,1,-51420919,-381024356
2023,Ceará,CE,23,Limoeiro do Norte,2307601,PROFESSOR JOSE AFONSO FERREIRA MAIA E E F,23128593,3,2,0,SITIO BIXOPA,SN,ZONA RURAL,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,EEM EGIDIA CAVALCANTE CHAGAS,23128739,2,1,0,AV MANOEL CASTRO,473,CENTRO,62940000,1,-5110477,-38369498
2023,Ceará,CE,23,Morada Nova,2308708,FRANCISCO ANDRADE TEOFILO GIRAO EEB DEP,23128755,3,1,0,AVENIDA PRESIDENTE GEISEL,4000,VAZANTE,62940000,1,-38174724,-385220378
2023,Ceará,CE,23,Morada Nova,2308708,FRANCISCO XAVIER ANDRADE GIRAO EEB,23128801,3,2,0,LINHA BASE DE CIMA,SN,SEDE RURAL,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,HENRIQUE EDUARDO GIRAO EEB,23128828,3,1,0,RUA CONRADO MACHADO,737,PARQUE DE EXPOSICAO,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,MARIA DE FATIMA SARAIVA DE FREITAS EEB,23128860,3,2,0,"SETOR 12, CH2",SN,PIMN,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOAO BELMINO DA SILVA EEB,23128879,3,2,0,FELIPA DE CIMA,S/N,SEDE RURAL,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE EPIFANIO DAS CHAGAS CEB CORONEL,23128895,3,1,0,AVENIDA MANOEL DE CASTRO,600,CENTRO,62940000,1,-51083602,-383720754
2023,Ceará,CE,23,Morada Nova,2308708,JOSE RAIMUNDO EVANGELISTA EEB CAP,23128917,3,1,0,AVENIDA CORONEL TIBURCIO,393,GIRILANDIA,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,REGINA HELENA BEZERRA EEB,23128941,3,2,0,SETOR K,S/N,PERIMETRO IRRIGADO DE MORADA NOVA,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,LUIS JOAO DE SOUSA EEB,23128950,3,2,0,SITIO DOURADO,SN,SEDE RURAL,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,EEMTI MARIA EMILIA RABELO,23129018,2,1,0,SEDE,619,CENTRO,62940000,1,-51113425,-383685134
2023,Ceará,CE,23,Limoeiro do Norte,2307601,NH 4 UNID ESC,23129093,3,2,0,SETOR NH4,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,NH 5 UNID ESC,23129107,3,2,0,SETOR 5,,,62930000,2,-54983977,-393206241
2023,Ceará,CE,23,Limoeiro do Norte,2307601,NH 6 UNID ESC E E I F,23129115,3,2,0,SETOR NH4,SN,ZONA RURAL,62930000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,GILCIVAN VIANA DE OLIVEIRA EEB,23129123,3,2,0,SETOR NH-8 O,SN,PIMN,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,PERBOYRE GIRAO EEB PREFEITO,23129166,3,1,0,JOSE DE FONTE,340,PEDRE ASSIS MONTEIRO,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,TANCREDO DE ALMEIDA NEVES EEB,23129204,3,1,0,RUA IVO FREIRE DE BRITO,S/N,POPULARES,62940000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,TENENTE TERCEIRO EEB,23129247,3,1,0,RUA LUIS MAIA SOBRINHO,545,SAO FRANCISCO,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,VALDEMIRO GIRAO EEB,23129255,3,2,0,LAGOA DA FLAMENGA,SN,SEDE RURAL,62940000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOANA PAULA DE MORAES EEB,23129280,3,1,0,AVENIDA PRESIDENTE ERNESTO GEISEL,S/N,ARUARU,62951000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,BENEVENUTO LINO DO NASCIMENTO EEB,23129301,3,2,0,RUA DE FATIMA,S/N,ARUARU,62951000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE FRANCISCO SAMPAIO EEB,23129395,3,1,0,RUA JOANA MARIA,S/N,ARUARU,62951000,1,-45785454,-383624527
2023,Ceará,CE,23,Morada Nova,2308708,GEORGINA RIBEIRO DOS SANTOS EEB,23129620,3,2,0,SEDE,SN,ZONA RURAL,62953000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,MARIA RABELO MARTINS EEB,23129697,3,2,0,RUA JULIO MARTINS DA COSTA,24,BOA AGUA,62953000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,MANOEL FERNANDES SABOIA EEB,23129735,3,2,0,QUIXELO,SN,DISTRITO DE BOA AGUA,62953000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,CANDIDO JOSE RABELO EEB,23129808,3,1,0,JUAZEIRO DE BAIXO,25,DISTRITO JUAZEIRO,62945000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE EDUARDO FILHO EBB,23129891,3,2,0,LAGOA DAS CARNAUBAS,35,ZONA RURAL,62945000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,RAIMUNDO EUFRAZIO SARAIVA EEB,23129964,3,2,0,BOM SUCESSO,S/N,,62942000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE IRIS RABELO EEB,23130024,3,1,0,RUA VALENTIM MOREIRA,43,LAGOA GRANDE,62942000,1,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,RAUL DE SOUSA MARTINS EEB,23130059,3,2,0,LAGOA DA BARBABA,SN,DISTRITO LAGOA GRANDE,62942000,2,-51956147,-385599776
2023,Ceará,CE,23,Morada Nova,2308708,RAIMUNDO PEREIRA DE AGUIAR EEB,23130075,3,2,0,JUAZEIRO,S/N,,62942000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,RAIMUNDO VIEIRA DE MELO EEB,23130105,3,2,0,POCAO,SN,POCAO,62943000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,ANA NOGUEIRA MAIA,23130130,3,1,0,RUA PADRE PAULINO NOGUEIRA,SN,VILA DE PEDRAS,62943000,1,-51296016,-382415878
2023,Ceará,CE,23,Morada Nova,2308708,MARIA ANGELICA CHAVES EEB,23130245,3,1,0,AV. VALDIVINO ROLDAO,47,ZONA RURAL,62948000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,ANTONIO BATISTA DE SOUSA EBB,23130270,3,2,0,CIPOADA,SN,ZONA RURAL,62948000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOAQUIM CHAGAS FILHO EEB,23130342,3,1,0,TRAVESSA LUIZ VIEIRA,SN,SEDE DO DISTRITO,62948000,1,-51065105,-383684689
2023,Ceará,CE,23,Morada Nova,2308708,JOSE CLEMENTINO DE ARAUJO EEB,23130377,3,2,0,POCO DA PEDRA,SN,DISTRITO DE ROLDAO,62948000,2,-54983977,-393206241
2023,Ceará,CE,23,Morada Nova,2308708,JOSE NOGUEIRA DE QUEIROZ EEB,23130385,3,2,0,EXTREMA,SN,ROLDAO,62948000,1,-41363841,-384850479
2023,Ceará,CE,23,Morada Nova,2308708,FRANCISCO GALVAO DE OLIVEIRA EEB,23130636,3,1,0,RUA JOSE BENTO DA SILVA,339,UIRAPONGA,62940000,1,-51068118,-383758557
2023,Ceará,CE,23,Morada Nova,2308708,FRANCISCO GALVAO FILHO I EEB,23130652,3,2,0,POCO DO BARRO,SN,POCO DO BARRO,62950000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,ADELINO DA SILVA EEF,23130784,3,2,0,SITIO ALMAS,,ZONA RURAL,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,OSANA MARIA DE LIMA CEMEI CENT MUN DE EDUC INF,23130806,3,1,0,AVENIDA POSSIDONIO BARRETO,293,CENTRO,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,FRANCISCO DOMINGOS DA SILVA EEF,23130849,3,2,0,LAGOA DO FEIJAO BRAVO,,ZONA RURAL,62910000,2,-37067401,-385743789
2023,Ceará,CE,23,Palhano,2310001,FCO SILVESTRE OLIVEIRA EEF,23130865,3,2,0,LAGOA DO CAJUEIRO,,ZONA RURAL,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,EEMTI JOSE FRANCISCO DE MOURA,23130890,2,1,0,AV POSSIDONIO BARRETO,459,CENTRO,62910000,1,-4746985,-37960832
2023,Ceará,CE,23,Palhano,2310001,EEF JOSE NUNES SOBRINHO,23130903,3,2,0,LAGOA DA BARBADA,SN,ZONA RURAL,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,JOSEFA Mª DA NATIVIDADE EEF,23130920,3,2,0,LAGOA DA TELHA,SN,ZONA RURAL,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,JOSELITA SANTIAGO AMARAL EEF,23130938,3,1,0,CANTO DA CRUZ,SN,,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,MATEUS SOBRINHO SEDE EEF,23130989,3,1,0,AVENIDA POSSIDONIO BARRETO,340,CENTRO,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,EEF MATEUS SOBRINHO,23130997,3,2,0,LAGOA DA JUREMA,SN,ZONA RURAL,62910000,1,-47468367,-379616382
2023,Ceará,CE,23,Palhano,2310001,RDA JOAQUINA DE JESUS CRECHE,23131020,3,1,0,CANTO DA CRUZ,,,62910000,2,-54983977,-393206241
2023,Ceará,CE,23,Palhano,2310001,SEVERINO XAVIER EEF,23131063,3,1,0,RUA 15 DE NOVEMBRO,840,CENTRO,62910000,1,-45536104,-376797316
2023,Ceará,CE,23,Palhano,2310001,RAIMUNDO NOGUEIRA BARROS EEF,23131101,3,1,0,RUA EDUARDO LIMA,S/N,DISTRITO DE SAO JOSE,62910000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,AGOSTINHO FCO F LIMA ESCOLA DA EDUCACAO BASICA,23131110,3,2,0,BOM SUCESSO,-,-,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,ANTONIO MOREIRA DE FREITAS ESCOLA DA EDUCACAO BASICA,23131128,3,1,0,DISTRITO AGUA FRIA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,FCO JOSE DE OLIVEIRA CENTRO DE EDUCACAO INFANTIL MONS,23131195,3,1,0,RUA MESTRE SALES,153,CENTRO,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,JOSE DE ANCHIETA ESCOLA DA EDUCACAO BASICA PE,23131284,3,2,0,SITIO CERCADO DO MEIO,S/N,,62920000,1,-88137173,-36954107
2023,Ceará,CE,23,Quixeré,2311504,EEMTI GOVERNADOR MANOEL DE CASTRO FILHO,23131365,2,1,0,RUA PADRE JOAQUIM DE MENEZES,1110,CENTRO,62920000,1,-37631608,-384784422
2023,Ceará,CE,23,Quixeré,2311504,MANOEL GONCALVES DE SOUSA ESCOLA DA EDUCACAO BASICA,23131373,3,2,0,SITIO LEAO,S/N,,62920000,1,-50478116,-379656752
2023,Ceará,CE,23,Quixeré,2311504,RAIMUNDO NONATO DE SENA ESCOLA DA EDUCACAO BASICA VER,23131462,3,1,0,AV. MONS. FRANCISCO JOSE DE OLIVEIRA,1154,CENTRO,62920000,1,-50756287,-379922581
2023,Ceará,CE,23,Quixeré,2311504,FCA LAURA DE JESUS ESCOLA DA EDUCACAO BASICA,23131519,3,2,0,SITIO ITAITINGA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,JOSE JOAQUIM DA SILVA ESCOLA DA EDUCACAO BASICA,23131535,3,2,0,SITIO VILA NOVA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,MENINO JESUS DE PRAGA ESCOLA DA EDUCACAO BASICA,23131543,3,1,0,RUA ZACARIAS FERREIRA,S/N,CENTRO,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Quixeré,2311504,ZACARIAS FERREIRA DE SOUSA ESCOLA DA EDUCACAO BASICA,23131560,3,1,0,RUA JOAO ZACARIAS DE BRITO,1344,CENTRO,62920000,1,-50828187,-379105884
2023,Ceará,CE,23,Quixeré,2311504,IRENE NONATO DA SILVA ESCOLA DA EDUCACAO BASICA PROFESSORA,23131578,3,1,0,VILA DE FATIMA,S/N,,62920000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,ALIPIO RODRIGUES DE OLIVEIRA EMEIEF,23131594,3,2,0,SITIO BOA VISTA,SN,ZONA RURAL,62900000,2,-49404694,-379823637
2023,Ceará,CE,23,Russas,2311801,CORACAO DE JESUS EMEIEF,23131691,3,1,0,AVENIDA JOAQUIM DE SOUSA BARRETO,SN,VARZEA ALEGRE,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,ELIAS FERREIRA COSTA EMEIEF,23131756,3,2,0,SITIO GRACISMOES,SN,ZONA RURAL,62900000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,NOSSA SENHORA DE FATIMA EMEIEF,23131772,3,2,0,BOM SUCESSO,SN,ZONA RURAL,62900000,1,-36639498,-403864082
2023,Ceará,CE,23,Russas,2311801,FRANCISCO DAS CHAGAS LIMA EMEIEF,23131780,3,2,0,LAGOINHA,SN,ZONA RURAL,62900000,1,-37142979,-385849801
2023,Ceará,CE,23,Russas,2311801,FRANCISCO SERGIO REBOUCAS EMEIEF,23131799,3,2,0,BENTO PEREIRA,SN,ZONA RURAL,62900000,1,-48530617,-378976979
2023,Ceará,CE,23,Russas,2311801,COLEGIO ESTADUAL GOVERNADOR FLAVIO MARCILIO,23131802,2,1,0,AV DOM LINO,725,CENTRO,62900000,1,-49379727,-379720655
2023,Ceará,CE,23,Russas,2311801,JOAQUIM SIMPLICIO DA COSTA EMEIEF,23131837,3,2,0,POCO DE ONCA,SN,ZONA RURAL,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,DOUTOR JOSE MARTINS DE SANTIAGO EMEIEF,23131853,3,2,0,SITIO PARELHAS,SN,ZONA RURAL,62900000,1,-49469628,-379854397
2023,Ceará,CE,23,Russas,2311801,JOSE RAIMUNDO DE DEUS EMEIEF,23131896,3,1,0,AVENIDA IRMA MARIA DA GRACA,262,CENTRO,62900000,1,-49426681,-379794722
2023,Ceará,CE,23,Russas,2311801,JOSE RICARDO DE MATOS EMEIEF,23131900,3,2,0,SITIO INGA,SN,ZONA RURAL,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,JUAREZ SANTIAGO DE LIMA EMEIEF,23131918,3,1,0,TRAVESSA JUAREZ SANTIAGO DE LIMA,SN,PITOMBEIRA II,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,LINO GONCALVES EMEIEF,23131926,3,1,0,POCO REDONDO,SN,POCO REDONDO,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,LUIS FERREIRA LIMA EMEIEF,23131934,3,2,0,SITIO MELANCIAS,SN,ZONA RURAL,62900000,1,-51574434,-380922304
2023,Ceará,CE,23,Russas,2311801,MARIA MARTINS DE CARVALHO EMEIEF,23131969,3,1,0,RUA MONSENHOR JOAO LUIS,SN,PITOMBEIRA I,62900000,1,-49527626,-379875798
2023,Ceará,CE,23,Russas,2311801,EEM MANUEL MATOSO FILHO,23132000,2,1,0,AV MARIA RAMALHO,336,CENTRO,62900000,1,-49310937,-379667481
2023,Ceará,CE,23,Russas,2311801,CORONEL MURILO SERPA EMEIEF,23132051,3,1,0,TRAVESSA SEBASTIAO SANTIAGO DE LIMA,160,BAIRRO DE FATIMA,62900000,1,-49430356,-379719808
2023,Ceará,CE,23,Russas,2311801,AGRICOLA PADRE PEDRO DE ALCANTARA EMEIEF,23132086,3,2,0,SITIO RETIRO,SN,ZONA RURAL,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,ANA XAVIER LOPES EMEIEF,23132108,3,1,0,TRAVESSA JOSE MUNIZ,2457,PLANALTO DA BELA VISTA,62900000,1,-49347637,-379868138
2023,Ceará,CE,23,Russas,2311801,TIA BENILCE EMEIEF,23132175,3,1,0,AVENIDA DOM LINO,204,CENTRO,62900000,1,-49342944,-379697206
2023,Ceará,CE,23,Russas,2311801,ZINA MOREIRA EMEIEF,23132205,3,2,0,TIMBAUBA DE NOSSA SENHORA DAS DORES,SN,ZONA RURAL,62900000,1,-4984918,-37969096
2023,Ceará,CE,23,Russas,2311801,REUNIDA ADOLFO JOSE DA SILVA EMEIEF,23132221,3,2,0,SITIO PEDRAS,SN,ZONA RURAL,62900000,1,-51307226,-397274208
2023,Ceará,CE,23,Russas,2311801,JOAO REBOUCAS DO AMARAL EMEIEF,23132256,3,2,0,SITIO CAPIM GROSSO,SN,ZONA RURAL,62900000,1,-4871733,-38232794
2023,Ceará,CE,23,Russas,2311801,UIRANDE AUGUSTO BORGES EMEIEF,23132370,3,2,0,RUA DO DNOCS,159,BARRACAO,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,INACIO DE BARROS NETO EMEIEF,23132388,3,2,0,RUA JOAO ANTONIO,2383,FLORES,62908500,1,-50691922,-380633108
2023,Ceará,CE,23,Russas,2311801,GERARDO SAO EMEIEF,23132434,3,2,0,RAMAL DE FLORES,SN,ZONA RURAL,62908500,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,EEMTI MARIA DE LOURDES OLIVEIRA,23132507,2,1,0,RUA JOSE SABINO MENDES,2313,FLORES,62903000,1,-72447804,-39377947
2023,Ceará,CE,23,Russas,2311801,WALDEMAR DE SOUSA PINHEIRO ESCOLA MUNICIPAL,23132531,3,2,0,RUA EDUVAL XAVIER PINTO,2560,ZONA RURAL,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,FRANCISCO FELIX DE OLIVEIRA EMEIEF,23132540,3,2,0,BOQUEIRAO DO CESARIO,SN,ZONA RURAL,62900000,2,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,JOANA ALVES DE SOUSA EMEIEF,23132558,3,2,0,RUA MARIA ALVES DA ROCHA,222,LAGOA GRANDE,62909500,1,-54983977,-393206241
2023,Ceará,CE,23,Russas,2311801,CIRIACO LEANDRO MACIEL EM,23132620,3,2,0,RUA RAIMUNDO MOREIRA DE ARAUJO,221,ZONA RURAL,62900000,1,-49247387,-380898928
2023,Ceará,CE,23,Russas,2311801,SAO JOAO DE DEUS EMEIEF,23132671,3,2,0,RUA PADRE AGOSTINHO,SN,ZONA RURAL,62900000,1,-49808416,-380102284
2023,Ceará,CE,23,Russas,2311801,NICOLAU RODRIGUES LIMA EMEIEF,23132680,3,2,0,SITIO CANTO,SN,ZONA RURAL,62900000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,ALEXANDRE SOARES FILHO ESC MUL E F,23132728,3,2,0,SITIO TAPUIO,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,AMBROSIO MACIEL CHAVES EMEF,23132736,3,2,0,SITIO VARZEA ALEGRE,SN,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,BEVENUTO FERREIRA MAIA EMEF,23132744,3,2,0,SITIO BOM JESUS,SN,ZONA RURAL,62965000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ I CRECHE MUNICIPAL TIA IDA,23132752,3,1,0,RUA JOAQUIM FERREIRA,SN,BELA VISTA,62965000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ II ACAO CONTINUADA,23132760,3,2,0,SITIO RAPOSO,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ III ACAO CONTINUADA,23132779,3,2,0,SITIO TAPUIO,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ IV ACAO CONTINUADA,23132787,3,2,0,SITIO MUNDIAL,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ VI ACAO CONTINUADA,23132809,3,2,0,SITIO MOCOS,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CAMINHO FELIZ VIII ACAO CONTINUADA,23132825,3,2,0,SITIO LIMA,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,CHIQUINHO RODRIGUES EMEF,23132833,3,1,0,RUA CONEGO CLIMERIO CHAVES,269,CENTRO,62965000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,DAMIAO COSTA EMEF,23132841,3,2,0,SITIO MOCOS,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,EEMTI FRANCISCO GUERREIRO CHAVES,23132876,2,1,0,RUA CANDIDO CHAVES,572,CENTRO,62965000,1,-527313,-38275184
2023,Ceará,CE,23,São João do Jaguaribe,2312502,FCO IBIAPINO GRUPO ESCOLAR,23132884,3,2,0,SITIO SAO JOSE,,,62965000,2,-39209609,-408891607
2023,Ceará,CE,23,São João do Jaguaribe,2312502,JOAO GUERREIRO DE SOUZA LIMA EMEF,23132930,3,2,0,SITIO ANGICOS,SN,ZONA RURAL,62965000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,JOSE ADAUTO CHAVES EMEF,23132965,3,2,0,SITIO BOA VISTA,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,JUVENCIO PAULA ESC MUL DE ENS FUND,23132973,3,2,0,SITIO LIMA,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,MILTON CHAVES E SILVA EMEF,23133007,3,2,0,SITIO MUNDIAL,SN,ZONA RURAL,62965000,1,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,NOEME CHAVES LEITAO ESC MUL ENS FUND,23133015,3,2,0,SITIO NAZARIA,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,OLIVIO OLIVALDO CHAVES EMEF,23133023,3,2,0,SITIO RAPOSO,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,RDA SOARES DE OLIVEIRA CHAVES EMEF,23133031,3,2,0,SITIO PINTO,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,VICENTE ROSENDO FREIRE EMEF,23133058,3,2,0,SITIO SAO BRAZ,,,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,São João do Jaguaribe,2312502,VIRGILIO TAVORA EMEF,23133066,3,2,0,SITIO CHARNECA,SN,ZONA RURAL,62965000,2,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,EMEF ACELINO MAIA,23133074,3,1,0,RUA VICENTE LAURINDO,S/N,BOM FUTURO,62960000,1,-52656996,-381168836
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,ANTONIO ALVES MAIA EMEF,23133112,3,1,0,RUA CORONEL PIO GADELHA,4683,CENTRO,62960000,1,-43282334,-388684838
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,JOSE AUGUSTO REGES ALVES PE EMEIF,23133139,3,2,1,ASSENTAMENTO BARRA DO FEIJAO,,ZONA RURAL,62960000,1,-88137173,-36954107
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,EEEP AVELINO MAGALHAES,23133155,2,1,0,RUA MARIA ALZENIR FREITAS,4915,ZONA URBANA,62960000,1,-52366277,-381415943
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,CLIMERIO JOSINO MAIA EMEF,23133180,3,1,0,RUA JOAQUIM IZIDIO GADELHA,5277,MACENA,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,OTILIO NOBRE DE BRITO,23133198,3,2,0,COMUNIDADE PEDRA PRETA,SN,ZONA RURAL,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,NOSSA SENHORA DE FATIMA EMEF,23133244,3,1,0,RUA JOAO FERREIRA BRAUNA,191,VILA JOSE MENDES,62960000,1,-4938337,-379651296
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,EEMTI FRANCISCO MOREIRA FILHO,23133295,2,1,0,RUA MANOEL FRANKLIN,4915,CENTRO,62960000,1,-52486168,-381248291
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,GOV MANOEL CASTRO FILHO EEF,23133449,2,2,0,SITIO JUAZEIRO,SN,,62960000,3,-37631608,-384784422
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,EMEF PEDRO MOREIRA DE SOUZA,23133490,3,2,0,RUA JOSE FELIPE S/N,S/N,ZONA RURAL,62960000,1,-53046771,-38105666
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,EEMTI ANTONIO VIDAL MALVEIRA,23133554,2,1,0,RUA DO COMERCIO,157,CENTRO,62960000,1,-53874589,-380160397
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,DANIEL ALEXANDRE DA COSTA EMEIF,23133562,3,2,0,SITIO CAMPOS NOVOS,,ZONA RURAL,62960000,2,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,JOSE BIZERRA DE LIMA EMEIF,23133619,3,2,0,SITIO SAO BENTO,,ZONA RURAL,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Tabuleiro do Norte,2313104,MARIA SANTA FREIRE EMEIF,23133732,3,2,0,DISTRITO DE PEIXE GORDO,S/N,ZONA RURAL,62960000,1,-54983977,-393206241
2023,Ceará,CE,23,Aracati,2301109,EEF ZUMBI DOS PALMARES,23180358,3,2,1,ASSENTAMMENTO ZUMBI DOS PALMARES,S/N,ZONA RURAL,62800000,1,-54983977,-393206241
